Event Name,Event Date,Result,Fighter1,Fighter2,Weight Class,Method,Round,KD_1,KD_2,TD_1,TD_2,Sub_1,Sub_2,Strikes_1,Strikes_2,Minutes,Seconds,total_time_seconds,Fighter,Total_Submissions
UFC on FOX: VanZant vs. Waterson,2016-12-17,Urijah Faber,Urijah Faber,Brad Pickett,Bantamweight,U-DEC,3,1,0,5,1,1,0,70,18,5,0,900,Urijah Faber / Brad Pickett,1
UFC on FOX: VanZant vs. Waterson,2016-12-17,Alan Jouban,Alan Jouban,Mike Perry,Welterweight,U-DEC,3,1,0,2,0,0,0,69,37,5,0,900,Alan Jouban / Mike Perry,0
UFC on FOX: VanZant vs. Waterson,2016-12-17,Paul Craig,Paul Craig,Henrique da Silva,Light Heavyweight,SUB-Armbar,2,0,0,1,1,3,0,31,16,1,59,238,Paul Craig / Henrique da Silva,3
UFC on FOX: VanZant vs. Waterson,2016-12-17,Mizuto Hirota,Mizuto Hirota,Cole Miller,Featherweight,U-DEC,3,0,0,6,0,0,0,57,21,5,0,900,Mizuto Hirota / Cole Miller,0
UFC on FOX: VanZant vs. Waterson,2016-12-17,Colby Covington,Colby Covington,Bryan Barberena,Welterweight,U-DEC,3,0,0,12,0,0,0,76,41,5,0,900,Colby Covington / Bryan Barberena,0
UFC on FOX: VanZant vs. Waterson,2016-12-17,Alex Morono,Alex Morono,James Moontasri,Welterweight,U-DEC,3,0,0,0,0,0,0,111,46,5,0,900,Alex Morono / James Moontasri,0
UFC on FOX: VanZant vs. Waterson,2016-12-17,Josh Emmett,Josh Emmett,Scott Holtzman,Lightweight,U-DEC,3,0,0,8,3,1,0,87,65,5,0,900,Josh Emmett / Scott Holtzman,1
UFC on FOX: VanZant vs. Waterson,2016-12-17,Leslie Smith,Leslie Smith,Irene Aldana,Women's Bantamweight,U-DEC,3,1,0,0,1,0,0,169,108,5,0,900,Leslie Smith / Irene Aldana,0
UFC on FOX: VanZant vs. Waterson,2016-12-17,Eddie Wineland,Eddie Wineland,Takeya Mizugaki,Bantamweight,KO/TKO-Punches,1,2,0,0,0,0,0,9,13,3,4,184,Eddie Wineland / Takeya Mizugaki,0
UFC on FOX: VanZant vs. Waterson,2016-12-17,Hector Sandoval,Hector Sandoval,Fredy Serrano,Flyweight,U-DEC,3,0,0,2,0,2,0,33,22,5,0,900,Hector Sandoval / Fredy Serrano,2
UFC on FOX: VanZant vs. Waterson,2016-12-17,Sultan Aliev,Sultan Aliev,Bojan Velickovic,Welterweight,S-DEC,3,0,0,2,0,0,1,15,22,5,0,900,Sultan Aliev / Bojan Velickovic,1
UFC 206: Holloway vs. Pettis,2016-12-10,Max Holloway,Max Holloway,Anthony Pettis,Featherweight,KO/TKO-Punches,3,1,0,2,0,0,0,94,53,4,50,870,Max Holloway / Anthony Pettis,0
UFC 206: Holloway vs. Pettis,2016-12-10,Donald Cerrone,Donald Cerrone,Matt Brown,Welterweight,KO/TKO-Kick,3,2,1,0,0,0,1,63,70,0,34,102,Donald Cerrone / Matt Brown,1
UFC 206: Holloway vs. Pettis,2016-12-10,Cub Swanson,Cub Swanson,Dooho Choi,Featherweight,U-DEC,3,0,0,2,1,0,0,111,77,5,0,900,Cub Swanson / Dooho Choi,0
UFC 206: Holloway vs. Pettis,2016-12-10,Kelvin Gastelum,Kelvin Gastelum,Tim Kennedy,Middleweight,KO/TKO-Punches,3,1,0,0,3,0,0,62,45,2,45,495,Kelvin Gastelum / Tim Kennedy,0
UFC 206: Holloway vs. Pettis,2016-12-10,Emil Meek,Emil Meek,Jordan Mein,Welterweight,U-DEC,3,0,0,1,3,1,0,50,34,5,0,900,Emil Meek / Jordan Mein,1
UFC 206: Holloway vs. Pettis,2016-12-10,Misha Cirkunov,Misha Cirkunov,Nikita Krylov,Light Heavyweight,SUB-Guillotine-Choke,1,0,0,2,1,1,0,8,16,4,38,278,Misha Cirkunov / Nikita Krylov,1
UFC 206: Holloway vs. Pettis,2016-12-10,Olivier Aubin-Mercier,Olivier Aubin-Mercier,Drew Dober,Lightweight,SUB-Rear-Naked-Choke,2,0,1,0,0,1,0,27,24,2,57,354,Olivier Aubin-Mercier / Drew Dober,1
UFC 206: Holloway vs. Pettis,2016-12-10,Viviane Pereira,Viviane Pereira,Valerie Letourneau,Women's Strawweight,S-DEC,3,0,0,1,1,0,0,25,47,5,0,900,Viviane Pereira / Valerie Letourneau,0
UFC 206: Holloway vs. Pettis,2016-12-10,Matthew Lopez,Matthew Lopez,Mitch Gagnon,Bantamweight,U-DEC,3,0,1,5,1,1,0,30,31,5,0,900,Matthew Lopez / Mitch Gagnon,1
UFC 206: Holloway vs. Pettis,2016-12-10,Lando Vannata,Lando Vannata,John Makdessi,Lightweight,KO/TKO-Kick,1,1,0,0,0,0,0,10,11,1,40,100,Lando Vannata / John Makdessi,0
UFC 206: Holloway vs. Pettis,2016-12-10,Rustam Khabilov,Rustam Khabilov,Jason Saggo,Lightweight,U-DEC,3,0,0,4,0,0,0,42,19,5,0,900,Rustam Khabilov / Jason Saggo,0
UFC 206: Holloway vs. Pettis,2016-12-10,Dustin Ortiz,Dustin Ortiz,Zach Makovsky,Flyweight,S-DEC,3,0,0,4,4,0,1,34,21,5,0,900,Dustin Ortiz / Zach Makovsky,1
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Derrick Lewis,Derrick Lewis,Shamil Abdurakhimov,Heavyweight,KO/TKO-Punches,4,0,0,1,4,0,1,39,15,3,42,888,Derrick Lewis / Shamil Abdurakhimov,1
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Francis Ngannou,Francis Ngannou,Anthony Hamilton,Heavyweight,SUB-Kimura,1,0,0,0,1,1,0,1,0,1,57,117,Francis Ngannou / Anthony Hamilton,1
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Corey Anderson,Corey Anderson,Sean O'Connell,Light Heavyweight,KO/TKO-Punches,2,0,0,5,0,0,0,66,9,2,36,312,Corey Anderson / Sean O'Connell,0
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Gian Villante,Gian Villante,Saparbeg Safarov,Light Heavyweight,KO/TKO-Punches,2,1,0,0,0,0,0,60,37,2,54,348,Gian Villante / Saparbeg Safarov,0
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Justine Kish,Justine Kish,Ashley Yoder,Women's Strawweight,U-DEC,3,0,0,1,1,1,0,51,44,5,0,900,Justine Kish / Ashley Yoder,1
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Randy Brown,Randy Brown,Brian Camozzi,Welterweight,KO/TKO-Knee,2,1,0,1,0,0,1,42,11,1,25,170,Randy Brown / Brian Camozzi,1
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Gerald Meerschaert,Gerald Meerschaert,Joseph Gigliotti,Middleweight,SUB-Anaconda-Choke,1,0,0,0,1,1,0,14,5,4,12,252,Gerald Meerschaert / Joseph Gigliotti,1
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Andrew Sanchez,Andrew Sanchez,Trevor Smith,Middleweight,U-DEC,3,0,0,0,0,0,0,74,61,5,0,900,Andrew Sanchez / Trevor Smith,0
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Shane Burgos,Shane Burgos,Tiago dos Santos e Silva,Featherweight,U-DEC,3,1,0,1,1,0,0,73,56,5,0,900,Shane Burgos / Tiago dos Santos e Silva,0
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Marc Diakiese,Marc Diakiese,Frankie Perez,Lightweight,U-DEC,3,0,0,6,1,0,0,9,20,5,0,900,Marc Diakiese / Frankie Perez,0
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Ryan Janes,Ryan Janes,Keith Berish,Middleweight,U-DEC,3,0,0,0,2,0,0,82,61,5,0,900,Ryan Janes / Keith Berish,0
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Juliana Lima,Juliana Lima,JJ Aldrich,Women's Strawweight,U-DEC,3,0,0,4,0,0,0,56,31,5,0,900,Juliana Lima / JJ Aldrich,0
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Demetrious Johnson,Demetrious Johnson,Tim Elliott,Flyweight,U-DEC,5,0,0,5,4,3,2,28,24,5,0,1500,Demetrious Johnson / Tim Elliott,5
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Joseph Benavidez,Joseph Benavidez,Henry Cejudo,Flyweight,S-DEC,3,0,1,0,1,0,0,69,68,5,0,900,Joseph Benavidez / Henry Cejudo,0
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Jorge Masvidal,Jorge Masvidal,Jake Ellenberger,Welterweight,KO/TKO-Punches,1,0,0,0,0,0,0,44,11,4,5,245,Jorge Masvidal / Jake Ellenberger,0
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Jared Cannonier,Jared Cannonier,Ion Cutelaba,Light Heavyweight,U-DEC,3,0,0,0,6,0,0,59,45,5,0,900,Jared Cannonier / Ion Cutelaba,0
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Sara McMann,Sara McMann,Alexis Davis,Women's Bantamweight,SUB-Arm-Triangle,2,0,0,2,0,1,1,14,21,2,52,344,Sara McMann / Alexis Davis,2
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Brandon Moreno,Brandon Moreno,Ryan Benoit,Flyweight,S-DEC,3,0,1,5,0,0,0,54,23,5,0,900,Brandon Moreno / Ryan Benoit,0
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Ryan Hall,Ryan Hall,Gray Maynard,Featherweight,U-DEC,3,0,0,0,0,0,0,46,12,5,0,900,Ryan Hall / Gray Maynard,0
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Rob Font,Rob Font,Matt Schnell,Bantamweight,KO/TKO-Punch,1,1,0,1,0,1,0,26,14,3,47,227,Rob Font / Matt Schnell,1
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Dong Hyun Ma,Dong Hyun Ma,Brendan O'Reilly,Lightweight,U-DEC,3,0,0,4,0,0,1,21,25,5,0,900,Dong Hyun Ma / Brendan O'Reilly,1
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Jamie Moyle,Jamie Moyle,Kailin Curran,Women's Strawweight,U-DEC,3,0,0,3,0,0,1,73,47,5,0,900,Jamie Moyle / Kailin Curran,1
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Anthony Smith,Anthony Smith,Elvis Mutapcic,Middleweight,KO/TKO-Elbow,2,1,0,0,0,1,0,48,29,3,27,414,Anthony Smith / Elvis Mutapcic,1
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Devin Clark,Devin Clark,Josh Stansbury,Light Heavyweight,U-DEC,3,0,0,1,0,0,2,47,36,5,0,900,Devin Clark / Josh Stansbury,2
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Robert Whittaker,Robert Whittaker,Derek Brunson,Middleweight,KO/TKO-Kick,1,1,0,0,0,0,0,33,19,4,7,247,Robert Whittaker / Derek Brunson,0
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Andrew Holbrook,Andrew Holbrook,Jake Matthews,Lightweight,S-DEC,3,0,0,2,3,3,0,30,22,5,0,900,Andrew Holbrook / Jake Matthews,3
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Omari Akhmedov,Omari Akhmedov,Kyle Noke,Welterweight,U-DEC,3,0,0,3,0,0,0,23,16,5,0,900,Omari Akhmedov / Kyle Noke,0
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Alexander Volkanovski,Alexander Volkanovski,Yusuke Kasuya,Lightweight,KO/TKO-Punches,2,0,0,3,1,0,0,50,4,2,6,252,Alexander Volkanovski / Yusuke Kasuya,0
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Tyson Pedro,Tyson Pedro,Khalil Rountree Jr.,Light Heavyweight,SUB-Rear-Naked-Choke,1,0,1,2,0,1,0,4,3,4,7,247,Tyson Pedro / Khalil Rountree Jr.,1
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Danielle Taylor,Danielle Taylor,Seo Hee Ham,Women's Strawweight,S-DEC,3,0,0,0,0,0,0,45,31,5,0,900,Danielle Taylor / Seo Hee Ham,0
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Daniel Kelly,Daniel Kelly,Chris Camozzi,Middleweight,U-DEC,3,0,0,4,0,0,0,39,56,5,0,900,Daniel Kelly / Chris Camozzi,0
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Damien Brown,Damien Brown,Jon Tuck,Lightweight,S-DEC,3,0,1,0,0,1,0,34,39,5,0,900,Damien Brown / Jon Tuck,1
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Jonathan Meunier,Jonathan Meunier,Richard Walsh,Welterweight,U-DEC,3,0,0,1,2,0,1,74,18,5,0,900,Jonathan Meunier / Richard Walsh,1
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Ben Nguyen,Ben Nguyen,Geane Herrera,Flyweight,U-DEC,3,1,0,0,1,0,0,105,22,5,0,900,Ben Nguyen / Geane Herrera,0
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Jason Knight,Jason Knight,Dan Hooker,Featherweight,U-DEC,3,0,0,4,0,4,0,59,47,5,0,900,Jason Knight / Dan Hooker,4
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Marlon Vera,Marlon Vera,Guangyou Ning,Featherweight,U-DEC,3,1,0,1,0,2,0,36,46,5,0,900,Marlon Vera / Guangyou Ning,2
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Jenel Lausa,Jenel Lausa,Yao Zhikui,Flyweight,U-DEC,3,2,0,1,1,1,0,56,29,5,0,900,Jenel Lausa / Yao Zhikui,1
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Ryan Bader,Ryan Bader,Rogerio Nogueira,Light Heavyweight,KO/TKO-Punches,3,0,0,5,0,1,0,86,3,3,51,693,Ryan Bader / Rogerio Nogueira,1
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Thomas Almeida,Thomas Almeida,Albert Morales,Bantamweight,KO/TKO-Punches,2,1,0,0,1,0,0,41,18,1,37,194,Thomas Almeida / Albert Morales,0
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Claudia Gadelha,Claudia Gadelha,Cortney Casey,Women's Strawweight,U-DEC,3,0,0,6,0,1,0,34,22,5,0,900,Claudia Gadelha / Cortney Casey,1
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Krzysztof Jotko,Krzysztof Jotko,Thales Leites,Middleweight,U-DEC,3,0,0,1,1,0,1,42,4,5,0,900,Krzysztof Jotko / Thales Leites,1
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Kamaru Usman,Kamaru Usman,Warlley Alves,Welterweight,U-DEC,3,0,0,1,0,1,1,71,25,5,0,900,Kamaru Usman / Warlley Alves,2
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Sergio Moraes,Sergio Moraes,Zak Ottow,Welterweight,S-DEC,3,0,0,1,0,0,0,35,44,5,0,900,Sergio Moraes / Zak Ottow,0
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Cezar Ferreira,Cezar Ferreira,Jack Hermansson,Middleweight,SUB-Arm-Triangle,2,0,0,1,0,1,0,10,14,2,11,262,Cezar Ferreira / Jack Hermansson,1
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Gadzhimurad Antigulov,Gadzhimurad Antigulov,Marcos Rogerio de Lima,Light Heavyweight,SUB-Guillotine-Choke,1,0,0,1,0,1,0,0,2,1,7,67,Gadzhimurad Antigulov / Marcos Rogerio de Lima,1
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Johnny Eduardo,Johnny Eduardo,Manvel Gamburyan,Bantamweight,KO/TKO-Punch,2,1,0,0,0,0,0,26,11,0,46,92,Johnny Eduardo / Manvel Gamburyan,0
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Luis Henrique,Luis Henrique,Christian Colombo,Heavyweight,SUB-Guillotine-Choke,3,0,0,6,0,2,0,31,3,2,12,396,Luis Henrique / Christian Colombo,2
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Pedro Munhoz,Pedro Munhoz,Justin Scoggins,Bantamweight,SUB-Guillotine-Choke,2,0,0,0,1,1,0,28,44,1,55,230,Pedro Munhoz / Justin Scoggins,1
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Unknown,Francimar Barroso,Darren Stewart,Light Heavyweight,Overturned,1,0,0,0,1,0,0,0,7,1,34,94,Francimar Barroso / Darren Stewart,0
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Gegard Mousasi,Gegard Mousasi,Uriah Hall,Middleweight,KO/TKO-Punches,1,0,0,1,0,0,0,20,12,4,37,277,Gegard Mousasi / Uriah Hall,0
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Stevie Ray,Stevie Ray,Ross Pearson,Lightweight,S-DEC,3,0,0,1,0,0,0,49,38,5,0,900,Stevie Ray / Ross Pearson,0
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Alexander Volkov,Alexander Volkov,Timothy Johnson,Heavyweight,S-DEC,3,0,1,1,1,0,0,45,43,5,0,900,Alexander Volkov / Timothy Johnson,0
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Artem Lobov,Artem Lobov,Teruto Ishihara,Featherweight,U-DEC,3,0,1,1,0,0,0,82,48,5,0,900,Artem Lobov / Teruto Ishihara,0
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Jack Marshman,Jack Marshman,Magnus Cedenblad,Middleweight,KO/TKO-Punch,2,2,0,0,3,0,0,42,36,3,40,440,Jack Marshman / Magnus Cedenblad,0
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Kyoji Horiguchi,Kyoji Horiguchi,Ali Bagautinov,Flyweight,U-DEC,3,0,0,4,2,0,0,55,36,5,0,900,Kyoji Horiguchi / Ali Bagautinov,0
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Kevin Lee,Kevin Lee,Magomed Mustafaev,Lightweight,SUB-Rear-Naked-Choke,2,0,0,7,0,2,1,20,20,4,31,542,Kevin Lee / Magomed Mustafaev,3
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Amanda Cooper,Amanda Cooper,Anna Elmose,Women's Strawweight,U-DEC,3,0,1,2,0,1,0,69,63,5,0,900,Amanda Cooper / Anna Elmose,1
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Justin Ledet,Justin Ledet,Mark Godbeer,Heavyweight,SUB-Rear-Naked-Choke,1,0,0,1,0,1,0,3,5,2,16,136,Justin Ledet / Mark Godbeer,1
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Zak Cummings,Zak Cummings,Alexander Yakovlev,Welterweight,SUB-Armbar,2,0,0,0,1,1,0,24,18,4,2,484,Zak Cummings / Alexander Yakovlev,1
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Marion Reneau,Marion Reneau,Milana Dudieva,Women's Bantamweight,KO/TKO-Elbows,3,0,0,1,2,1,0,48,17,3,3,549,Marion Reneau / Milana Dudieva,1
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Brett Johns,Brett Johns,Kwan Ho Kwak,Bantamweight,U-DEC,3,0,0,11,0,0,0,49,53,5,0,900,Brett Johns / Kwan Ho Kwak,0
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Abdul Razak Alhassan,Abdul Razak Alhassan,Charlie Ward,Welterweight,KO/TKO-Punch,1,3,0,0,0,0,0,12,2,0,53,53,Abdul Razak Alhassan / Charlie Ward,0
UFC 205: Alvarez vs McGregor,2016-11-12,Conor McGregor,Conor McGregor,Eddie Alvarez,Lightweight,KO/TKO-Punches,2,3,0,0,0,0,0,32,9,3,4,368,Conor McGregor / Eddie Alvarez,0
UFC 205: Alvarez vs McGregor,2016-11-12,Draw,Tyron Woodley,Stephen Thompson,Welterweight,M-DEC,5,1,0,1,0,2,0,61,43,5,0,1500,Tyron Woodley / Stephen Thompson,2
UFC 205: Alvarez vs McGregor,2016-11-12,Joanna Jedrzejczyk,Joanna Jedrzejczyk,Karolina Kowalkiewicz,Women's Strawweight,U-DEC,5,0,0,1,0,0,0,171,50,5,0,1500,Joanna Jedrzejczyk / Karolina Kowalkiewicz,0
UFC 205: Alvarez vs McGregor,2016-11-12,Yoel Romero,Yoel Romero,Chris Weidman,Middleweight,KO/TKO-Flying-Knee,3,1,0,2,1,0,0,18,12,0,24,72,Yoel Romero / Chris Weidman,0
UFC 205: Alvarez vs McGregor,2016-11-12,Raquel Pennington,Raquel Pennington,Miesha Tate,Women's Bantamweight,U-DEC,3,0,0,1,1,3,0,43,21,5,0,900,Raquel Pennington / Miesha Tate,3
UFC 205: Alvarez vs McGregor,2016-11-12,Frankie Edgar,Frankie Edgar,Jeremy Stephens,Featherweight,U-DEC,3,0,1,5,0,2,1,40,33,5,0,900,Frankie Edgar / Jeremy Stephens,3
UFC 205: Alvarez vs McGregor,2016-11-12,Khabib Nurmagomedov,Khabib Nurmagomedov,Michael Johnson,Lightweight,SUB-Kimura,3,0,0,2,0,1,1,94,19,2,31,453,Khabib Nurmagomedov / Michael Johnson,2
UFC 205: Alvarez vs McGregor,2016-11-12,Tim Boetsch,Tim Boetsch,Rafael Natal,Middleweight,KO/TKO-Punches,1,1,0,0,0,0,0,14,5,3,22,202,Tim Boetsch / Rafael Natal,0
UFC 205: Alvarez vs McGregor,2016-11-12,Vicente Luque,Vicente Luque,Belal Muhammad,Welterweight,KO/TKO-Punches,1,1,0,0,0,0,0,9,3,1,19,79,Vicente Luque / Belal Muhammad,0
UFC 205: Alvarez vs McGregor,2016-11-12,Jim Miller,Jim Miller,Thiago Alves,Catch Weight,U-DEC,3,0,0,4,0,1,0,28,36,5,0,900,Jim Miller / Thiago Alves,1
UFC 205: Alvarez vs McGregor,2016-11-12,Liz Carmouche,Liz Carmouche,Katlyn Chookagian,Women's Bantamweight,S-DEC,3,0,1,4,0,0,0,27,22,5,0,900,Liz Carmouche / Katlyn Chookagian,0
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,Tony Ferguson,Tony Ferguson,Rafael Dos Anjos,Lightweight,U-DEC,5,0,0,0,0,0,0,199,121,5,0,1500,Tony Ferguson / Rafael Dos Anjos,0
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,Diego Sanchez,Diego Sanchez,Marcin Held,Lightweight,U-DEC,3,0,0,0,0,0,1,46,30,5,0,900,Diego Sanchez / Marcin Held,1
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,Ricardo Lamas,Ricardo Lamas,Charles Oliveira,Featherweight,SUB-Guillotine-Choke,2,0,0,1,2,1,2,11,13,2,13,266,Ricardo Lamas / Charles Oliveira,3
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,Martin Bravo,Martin Bravo,Claudio Puelles,Lightweight,KO/TKO-Punch,2,1,0,0,1,0,0,56,29,1,55,230,Martin Bravo / Claudio Puelles,0
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,Beneil Dariush,Beneil Dariush,Rashid Magomedov,Lightweight,U-DEC,3,0,0,0,1,0,0,60,41,5,0,900,Beneil Dariush / Rashid Magomedov,0
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,Alexa Grasso,Alexa Grasso,Heather Clark,Women's Strawweight,U-DEC,3,0,0,1,0,0,0,65,40,5,0,900,Alexa Grasso / Heather Clark,0
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,Erik Perez,Erik Perez,Felipe Arantes,Bantamweight,S-DEC,3,0,0,3,0,0,2,36,34,5,0,900,Erik Perez / Felipe Arantes,2
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,Joe Soto,Joe Soto,Marco Beltran,Catch Weight,SUB-Heel-Hook,1,0,0,1,0,1,0,2,3,1,37,97,Joe Soto / Marco Beltran,1
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,Max Griffin,Max Griffin,Erick Montano,Welterweight,KO/TKO-Punch,1,0,0,0,0,0,0,15,3,0,54,54,Max Griffin / Erick Montano,0
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,Douglas Silva de Andrade,Douglas Silva de Andrade,Henry Briones,Bantamweight,KO/TKO-Spinning-Back-Fist,3,1,0,1,0,0,0,72,67,2,33,459,Douglas Silva de Andrade / Henry Briones,0
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,Sam Alvey,Sam Alvey,Alex Nicholson,Middleweight,U-DEC,3,0,0,0,0,0,0,63,82,5,0,900,Sam Alvey / Alex Nicholson,0
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,Marco Polo Reyes,Marco Polo Reyes,Jason Novelli,Lightweight,S-DEC,3,0,0,0,1,0,0,50,29,5,0,900,Marco Polo Reyes / Jason Novelli,0
UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,Enrique Barzola,Enrique Barzola,Chris Avila,Featherweight,U-DEC,3,0,0,7,0,0,0,72,29,5,0,900,Enrique Barzola / Chris Avila,0
UFC 204: Bisping vs. Henderson,2016-10-08,Michael Bisping,Michael Bisping,Dan Henderson,Middleweight,U-DEC,5,0,2,0,1,0,0,119,81,5,0,1500,Michael Bisping / Dan Henderson,0
UFC 204: Bisping vs. Henderson,2016-10-08,Gegard Mousasi,Gegard Mousasi,Vitor Belfort,Middleweight,KO/TKO-Punches,2,0,0,1,0,0,0,57,8,2,43,326,Gegard Mousasi / Vitor Belfort,0
UFC 204: Bisping vs. Henderson,2016-10-08,Jimi Manuwa,Jimi Manuwa,Ovince Saint Preux,Light Heavyweight,KO/TKO-Punch,2,1,0,0,2,1,0,32,13,2,38,316,Jimi Manuwa / Ovince Saint Preux,1
UFC 204: Bisping vs. Henderson,2016-10-08,Stefan Struve,Stefan Struve,Daniel Omielanczuk,Heavyweight,SUB-D'Arce-Choke,2,0,0,2,0,1,0,9,14,1,41,202,Stefan Struve / Daniel Omielanczuk,1
UFC 204: Bisping vs. Henderson,2016-10-08,Mirsad Bektic,Mirsad Bektic,Russell Doane,Featherweight,SUB-Rear-Naked-Choke,1,0,0,4,0,2,0,4,6,4,22,262,Mirsad Bektic / Russell Doane,2
UFC 204: Bisping vs. Henderson,2016-10-08,Iuri Alcantara,Iuri Alcantara,Brad Pickett,Bantamweight,SUB-Triangle-Choke,1,1,0,0,0,2,0,26,1,1,59,119,Iuri Alcantara / Brad Pickett,2
UFC 204: Bisping vs. Henderson,2016-10-08,Damian Stasiak,Damian Stasiak,Davey Grant,Bantamweight,SUB-Armbar,3,0,0,4,2,1,0,10,36,2,56,528,Damian Stasiak / Davey Grant,1
UFC 204: Bisping vs. Henderson,2016-10-08,Leon Edwards,Leon Edwards,Albert Tumenov,Welterweight,SUB-Rear-Naked-Choke,3,0,0,3,0,1,0,16,32,3,1,543,Leon Edwards / Albert Tumenov,1
UFC 204: Bisping vs. Henderson,2016-10-08,Marc Diakiese,Marc Diakiese,Lukasz Sajewski,Lightweight,KO/TKO-Punches,2,0,0,1,2,0,0,48,21,4,40,560,Marc Diakiese / Lukasz Sajewski,0
UFC 204: Bisping vs. Henderson,2016-10-08,Mike Perry,Mike Perry,Danny Roberts,Welterweight,KO/TKO-Knee,3,1,0,0,0,0,0,90,81,4,40,840,Mike Perry / Danny Roberts,0
UFC 204: Bisping vs. Henderson,2016-10-08,Leonardo Santos,Leonardo Santos,Adriano Martins,Lightweight,S-DEC,3,0,0,0,0,0,0,23,34,5,0,900,Leonardo Santos / Adriano Martins,0
UFC Fight Night: Lineker vs. Dodson,2016-10-01,John Lineker,John Lineker,John Dodson,Bantamweight,S-DEC,5,0,0,0,0,0,0,93,101,5,0,1500,John Lineker / John Dodson,0
